source_file,source_row_number,raw_record_id,date,time,observed_at,needs_review,review_reasons,possible_normalized_duplicate,normalized_duplicate_group,input_raw_record_id,input_source_file,input_source_sheet,input_source_row_number,input_observed_at,input_needs_review,input_review_reasons,water_in_return,mins_added,return_now,nutrient_solution,ph_down,how_much_consumed,leak_or_no,how_many_planted,problems,plant,seed_or_seedling,age,watered_amount,how_many_plants_planted,problems_faced,date_raw,how_much_consumed_raw,leak_or_no_raw,mins_added_raw,ph_down_raw,plant_raw,return_now_raw,seed_or_seedling_raw,time_raw,water_in_return_raw,watered_amount_raw,mins_added_minutes,mins_added_parse_status,water_in_return_liters,water_in_return_liters_parse_status,return_now_liters,return_now_liters_parse_status,how_much_consumed_liters,how_much_consumed_liters_parse_status,watered_amount_liters,watered_amount_liters_parse_status,ph_down_milliliters,ph_down_milliliters_parse_status,leak_reported,problem_notes,planting_notes,water_in_return_liters_possible_outlier,return_now_liters_possible_outlier,how_much_consumed_liters_possible_outlier,watered_amount_liters_possible_outlier,ph_down_milliliters_possible_outlier,mins_added_minutes_possible_outlier,age_raw,date_raw_source,how_many_planted_raw,how_many_plants_planted_raw,how_much_consumed_raw_source,how_much_consumed_liters_raw,input_observed_at_raw,leak_or_no_raw_source,mins_added_raw_source,mins_added_minutes_raw,nutrient_solution_raw,ph_down_raw_source,ph_down_milliliters_raw,plant_raw_source,planting_notes_raw,problem_notes_raw,problems_raw,problems_faced_raw,return_now_raw_source,return_now_liters_raw,seed_or_seedling_raw_source,time_raw_source,water_in_return_raw_source,water_in_return_liters_raw,watered_amount_raw_source,watered_amount_liters_raw,date_date_parse_status,mins_added_minutes_parse_status,mins_added_minutes_numeric_parse_status,water_in_return_liters_numeric_parse_status,return_now_liters_numeric_parse_status,how_much_consumed_liters_numeric_parse_status,watered_amount_liters_numeric_parse_status,ph_down_milliliters_numeric_parse_status
cleaned_data.csv,65,cleaned_data.csv::row_65,2025-08-17,13:37:00,2025-08-17T13:37:00,True,water_in_return_contains_context_or_uncertainty; how_much_consumed_contains_context_or_uncertainty; mins_added_minutes_possible_outlier; water_in_return_liters_possible_outlier; how_much_consumed_liters_possible_outlier,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_3,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,3,2025-08-17T13:37:00,True,water_in_return_contains_context_or_uncertainty; how_much_consumed_contains_context_or_uncertainty; water_in_return_liters_possible_outlier; how_much_consumed_liters_possible_outlier; mins_added_minutes_possible_outlier,60L gutters supply almost empty,5 mins,180L,500 A 500 B NFT 300 A 300 B gutters,,180L just return tank (weekend),yes gutters alot and NFT a little,192 basil and pepper gutters,lights off,,,,,,,2025-08-17 00:00:00,180L just return tank (weekend),yes gutters alot and NFT a little,5 mins,-,,180L,,13:37:00,60L gutters supply almost empty,,5.0,parsed,60.0,parsed,180.0,parsed,180.0,parsed,,missing,,missing,True,lights off,192 basil and pepper gutters,True,False,True,False,False,True,,2025-08-17,192 basil and pepper gutters,,180L just return tank (weekend),180.0,2025-08-17T13:37:00,yes gutters alot and NFT a little,5 mins,5.0,500 A 500 B NFT 300 A 300 B gutters,,,,192 basil and pepper gutters,lights off,lights off,,180L,180.0,,13:37:00,60L gutters supply almost empty,60.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
cleaned_data.csv,66,cleaned_data.csv::row_66,2025-08-18,12:15:00,2025-08-18T12:15:00,True,water_in_return_quantity_requires_review; how_much_consumed_liters_possible_outlier,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_4,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,4,2025-08-18T12:15:00,True,water_in_return_quantity_requires_review; how_much_consumed_liters_possible_outlier,70L gutters supply missing 2-3L,3 mins,126L,,,113L return+gutters supply,yes gutters alot and NFT a little,192 basil and pepper gutters,lights off,,,,,,,2025-08-18 00:00:00,113L return+gutters supply,yes gutters alot and NFT a little,3 mins,-,,126L,,12:15:00,70L gutters supply missing 2-3L,,3.0,parsed,,ambiguous_range,126.0,parsed,113.0,parsed,,missing,,missing,True,lights off,192 basil and pepper gutters,False,False,True,False,False,False,,2025-08-18,192 basil and pepper gutters,,113L return+gutters supply,113.0,2025-08-18T12:15:00,yes gutters alot and NFT a little,3 mins,3.0,,,,,192 basil and pepper gutters,lights off,lights off,,126L,126.0,,12:15:00,70L gutters supply missing 2-3L,,,,parsed,parsed,parsed,missing,parsed,parsed,missing,missing
cleaned_data.csv,67,cleaned_data.csv::row_67,2025-08-19,11:37:00,2025-08-19T11:37:00,True,mins_added_duration_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_5,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,5,2025-08-19T11:37:00,True,mins_added_not_machine_parseable,80L,manually,190L,,,46L,yes gutters alot and NFT a little,192 basil and pepper gutters,lights off,,,,,,,2025-08-19 00:00:00,46L,yes gutters alot and NFT a little,manually,-,,190L,,11:37:00,80L,,,manual_entry,80.0,parsed,190.0,parsed,46.0,parsed,,missing,,missing,True,lights off,192 basil and pepper gutters,False,False,False,False,False,False,,2025-08-19,192 basil and pepper gutters,,46L,46.0,2025-08-19T11:37:00,yes gutters alot and NFT a little,manually,,,,,,192 basil and pepper gutters,lights off,lights off,,190L,190.0,,11:37:00,80L,80.0,,,parsed,manual_entry,missing,parsed,parsed,parsed,missing,missing
cleaned_data.csv,68,cleaned_data.csv::row_68,2025-08-20,11:50:00,2025-08-20T11:50:00,True,mins_added_duration_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_6,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,6,2025-08-20T11:50:00,True,mins_added_not_machine_parseable,124L,manually,197L,,,66L,yes gutters alot and NFT a little,192 basil and pepper gutters,lights off,,,,,,,2025-08-20 00:00:00,66L,yes gutters alot and NFT a little,manually,-,,197L,,11:50:00,124L,,,manual_entry,124.0,parsed,197.0,parsed,66.0,parsed,,missing,,missing,True,lights off,192 basil and pepper gutters,False,False,False,False,False,False,,2025-08-20,192 basil and pepper gutters,,66L,66.0,2025-08-20T11:50:00,yes gutters alot and NFT a little,manually,,,,,,192 basil and pepper gutters,lights off,lights off,,197L,197.0,,11:50:00,124L,124.0,,,parsed,manual_entry,missing,parsed,parsed,parsed,missing,missing
cleaned_data.csv,69,cleaned_data.csv::row_69,2025-08-20,12:58:00,2025-08-20T12:58:00,True,how_much_consumed_contains_context_or_uncertainty,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_7,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,7,2025-08-20T12:58:00,True,how_much_consumed_contains_context_or_uncertainty,195L,,,,,2L in 1 cycle!,yes gutters alot and NFT a little,192 basil and pepper gutters,lights off,,,,,,,2025-08-20 00:00:00,2L in 1 cycle!,yes gutters alot and NFT a little,-,-,,-,,12:58:00,195L,,,missing,195.0,parsed,,missing,2.0,parsed,,missing,,missing,True,lights off,192 basil and pepper gutters,False,False,False,False,False,False,,2025-08-20,192 basil and pepper gutters,,2L in 1 cycle!,2.0,2025-08-20T12:58:00,yes gutters alot and NFT a little,,,,,,,192 basil and pepper gutters,lights off,lights off,,,,,12:58:00,195L,195.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,71,cleaned_data.csv::row_71,2025-08-22,11:27:00,2025-08-22T11:27:00,True,ph_down_quantity_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_9,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,9,2025-08-22T11:27:00,True,ph_down_quantity_requires_review; mins_added_minutes_possible_outlier,125L,4 mins,200L,,10ml NFT 5ml gutters,60L,yes gutters alot and NFT a little,192 basil and pepper gutters,,,,,,,,2025-08-22 00:00:00,60L,yes gutters alot and NFT a little,4 mins,10ml NFT 5ml gutters,,200L,,11:27:00,125L,,4.0,parsed,125.0,parsed,200.0,parsed,60.0,parsed,,missing,,ambiguous_multiple_quantities,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-08-22,192 basil and pepper gutters,,60L,60.0,2025-08-22T11:27:00,yes gutters alot and NFT a little,4 mins,4.0,,10ml NFT 5ml gutters,,,192 basil and pepper gutters,,,,200L,200.0,,11:27:00,125L,125.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
cleaned_data.csv,72,cleaned_data.csv::row_72,2025-08-25,08:51:00,2025-08-25T08:51:00,True,how_much_consumed_contains_context_or_uncertainty; ph_down_quantity_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_10,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,10,2025-08-25T08:51:00,True,how_much_consumed_contains_context_or_uncertainty; ph_down_quantity_requires_review,150L,,,,10ml NFT 5ml Gutters,50L (weekend),yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-08-25 00:00:00,50L (weekend),yes gutters a bit and NFT abit,-,10ml NFT 5ml Gutters,,-,,08:51:00,150L,,,missing,150.0,parsed,,missing,50.0,parsed,,missing,,ambiguous_multiple_quantities,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-08-25,192 basil and pepper gutters,,50L (weekend),50.0,2025-08-25T08:51:00,yes gutters a bit and NFT abit,,,,10ml NFT 5ml Gutters,,,192 basil and pepper gutters,,,,,,,08:51:00,150L,150.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,73,cleaned_data.csv::row_73,2025-08-25,10:54:00,2025-08-25T10:54:00,True,mins_added_duration_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_11,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,11,2025-08-25T10:54:00,True,mins_added_not_machine_parseable,150L,manually,200L,,,,yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-08-25 00:00:00,-,yes gutters a bit and NFT abit,manually,-,,200L,,10:54:00,150L,,,manual_entry,150.0,parsed,200.0,parsed,,missing,,missing,,missing,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-08-25,192 basil and pepper gutters,,,,2025-08-25T10:54:00,yes gutters a bit and NFT abit,manually,,,,,,192 basil and pepper gutters,,,,200L,200.0,,10:54:00,150L,150.0,,,parsed,manual_entry,missing,parsed,parsed,missing,missing,missing
cleaned_data.csv,78,cleaned_data.csv::row_78,2025-08-29,12:47:00,2025-08-29T12:47:00,True,ph_down_quantity_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_16,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,16,2025-08-29T12:47:00,True,ph_down_quantity_requires_review,135L,2 mins,195L,500 A 500 B NFT,10ml NFT 5ml gutters,25L,yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-08-29 00:00:00,25L,yes gutters a bit and NFT abit,2 mins,10ml NFT 5ml gutters,,195L,,12:47:00,135L,,2.0,parsed,135.0,parsed,195.0,parsed,25.0,parsed,,missing,,ambiguous_multiple_quantities,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-08-29,192 basil and pepper gutters,,25L,25.0,2025-08-29T12:47:00,yes gutters a bit and NFT abit,2 mins,2.0,500 A 500 B NFT,10ml NFT 5ml gutters,,,192 basil and pepper gutters,,,,195L,195.0,,12:47:00,135L,135.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
cleaned_data.csv,79,cleaned_data.csv::row_79,2025-09-01,12:39:00,2025-09-01T12:39:00,True,how_much_consumed_contains_context_or_uncertainty,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_17,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,17,2025-09-01T12:39:00,True,how_much_consumed_contains_context_or_uncertainty,130L,,,,,65L (weekend),yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-09-01 00:00:00,65L (weekend),yes gutters a bit and NFT abit,-,-,,-,,12:39:00,130L,,,missing,130.0,parsed,,missing,65.0,parsed,,missing,,missing,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-09-01,192 basil and pepper gutters,,65L (weekend),65.0,2025-09-01T12:39:00,yes gutters a bit and NFT abit,,,,,,,192 basil and pepper gutters,,,,,,,12:39:00,130L,130.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,80,cleaned_data.csv::row_80,2025-09-02,10:51:00,2025-09-02T10:51:00,True,mins_added_duration_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_18,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,18,2025-09-02T10:51:00,True,mins_added_not_machine_parseable,110L,manually,150L,,,20L,yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-09-02 00:00:00,20L,yes gutters a bit and NFT abit,manually,-,,150L,,10:51:00,110L,,,manual_entry,110.0,parsed,150.0,parsed,20.0,parsed,,missing,,missing,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-09-02,192 basil and pepper gutters,,20L,20.0,2025-09-02T10:51:00,yes gutters a bit and NFT abit,manually,,,,,,192 basil and pepper gutters,,,,150L,150.0,,10:51:00,110L,110.0,,,parsed,manual_entry,missing,parsed,parsed,parsed,missing,missing
cleaned_data.csv,81,cleaned_data.csv::row_81,2025-09-03,08:34:00,2025-09-03T08:34:00,True,ph_down_quantity_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_19,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,19,2025-09-03T08:34:00,True,ph_down_quantity_requires_review,126L,2 min 30 sec,180L,,10ml 5ml,24L,yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-09-03 00:00:00,24L,yes gutters a bit and NFT abit,2 min 30 sec,10ml 5ml,,180L,,08:34:00,126L,,2.5,parsed,126.0,parsed,180.0,parsed,24.0,parsed,,missing,,ambiguous_multiple_quantities,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-09-03,192 basil and pepper gutters,,24L,24.0,2025-09-03T08:34:00,yes gutters a bit and NFT abit,2 min 30 sec,2.5,,10ml 5ml,,,192 basil and pepper gutters,,,,180L,180.0,,08:34:00,126L,126.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
cleaned_data.csv,83,cleaned_data.csv::row_83,2025-09-05,14:07:00,2025-09-05T14:07:00,True,mins_added_duration_requires_review; water_in_return_liters_possible_outlier,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_21,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,21,2025-09-05T14:07:00,True,mins_added_not_machine_parseable,210L,manually,215L,300 A 300 B,,,yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-09-05 00:00:00,-,yes gutters a bit and NFT abit,manually,-,,215L,,14:07:00,210L,,,manual_entry,210.0,parsed,215.0,parsed,,missing,,missing,,missing,True,,192 basil and pepper gutters,True,False,False,False,False,False,,2025-09-05,192 basil and pepper gutters,,,,2025-09-05T14:07:00,yes gutters a bit and NFT abit,manually,,300 A 300 B,,,,192 basil and pepper gutters,,,,215L,215.0,,14:07:00,210L,210.0,,,parsed,manual_entry,missing,parsed,parsed,missing,missing,missing
cleaned_data.csv,84,cleaned_data.csv::row_84,2025-09-08,08:48:00,2025-09-08T08:48:00,True,how_much_consumed_contains_context_or_uncertainty,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_22,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,22,2025-09-08T08:48:00,True,how_much_consumed_contains_context_or_uncertainty,160L,,,,,55L (weekend),yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-09-08 00:00:00,55L (weekend),yes gutters a bit and NFT abit,-,-,,-,,08:48:00,160L,,,missing,160.0,parsed,,missing,55.0,parsed,,missing,,missing,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-09-08,192 basil and pepper gutters,,55L (weekend),55.0,2025-09-08T08:48:00,yes gutters a bit and NFT abit,,,,,,,192 basil and pepper gutters,,,,,,,08:48:00,160L,160.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,88,cleaned_data.csv::row_88,2025-09-11,10:11:00,2025-09-11T10:11:00,True,ph_down_quantity_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_26,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,26,2025-09-11T10:11:00,True,ph_down_quantity_requires_review,150L,2 mins,220L,,10ml NFT 5ml gutters,10L,no,192 basil and pepper gutters,,,,,,,,2025-09-11 00:00:00,10L,no,2 mins,10ml NFT 5ml gutters,,220L,,10:11:00,150L,,2.0,parsed,150.0,parsed,220.0,parsed,10.0,parsed,,missing,,ambiguous_multiple_quantities,False,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-09-11,192 basil and pepper gutters,,10L,10.0,2025-09-11T10:11:00,no,2 mins,2.0,,10ml NFT 5ml gutters,,,192 basil and pepper gutters,,,,220L,220.0,,10:11:00,150L,150.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
cleaned_data.csv,90,cleaned_data.csv::row_90,2025-09-15,08:28:00,2025-09-15T08:28:00,True,how_much_consumed_contains_context_or_uncertainty,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_28,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,28,2025-09-15T08:28:00,True,how_much_consumed_contains_context_or_uncertainty,125L,1 min,150L,,5ml gutters,75L (weekend),no,,,,,,,,,2025-09-15 00:00:00,75L (weekend),no,1 min,5ml gutters,,150L,,08:28:00,125L,,1.0,parsed,125.0,parsed,150.0,parsed,75.0,parsed,,missing,5.0,parsed,False,,,False,False,False,False,False,False,,2025-09-15,,,75L (weekend),75.0,2025-09-15T08:28:00,no,1 min,1.0,,5ml gutters,5.0,,,,,,150L,150.0,,08:28:00,125L,125.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,parsed
cleaned_data.csv,101,cleaned_data.csv::row_101,2025-09-25,08:00:00,2025-09-25T08:00:00,True,ph_down_quantity_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_39,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,39,2025-09-25T08:00:00,True,ph_down_quantity_requires_review,135L,1 min,170L,,10ml NFT 5ml Gutters,15L,major leaking A shape,,,,,,,,,2025-09-25 00:00:00,15L,major leaking A shape,1 min,10ml NFT 5ml Gutters,,170L,,08:00:00,135L,,1.0,parsed,135.0,parsed,170.0,parsed,15.0,parsed,,missing,,ambiguous_multiple_quantities,True,,,False,False,False,False,False,False,,2025-09-25,,,15L,15.0,2025-09-25T08:00:00,major leaking A shape,1 min,1.0,,10ml NFT 5ml Gutters,,,,,,,170L,170.0,,08:00:00,135L,135.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
cleaned_data.csv,103,cleaned_data.csv::row_103,2025-09-26,16:02:00,2025-09-26T16:02:00,True,water_in_return_liters_possible_outlier,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_41,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,41,2025-09-26T16:02:00,False,,202L,,,,,8L,minor leak in A shape,,,,,,,,,2025-09-26 00:00:00,8L,minor leak in A shape,-,-,,-,,16:02:00,202L,,,missing,202.0,parsed,,missing,8.0,parsed,,missing,,missing,True,,,True,False,False,False,False,False,,2025-09-26,,,8L,8.0,2025-09-26T16:02:00,minor leak in A shape,,,,,,,,,,,,,,16:02:00,202L,202.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,104,cleaned_data.csv::row_104,2025-09-29,09:30:00,2025-09-29T09:30:00,True,how_much_consumed_contains_context_or_uncertainty,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_42,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,42,2025-09-29T09:30:00,True,how_much_consumed_contains_context_or_uncertainty,155L,,,,5ml gutters,47L (weekend),minor leak in A shape,,,,,,,,,2025-09-29 00:00:00,47L (weekend),minor leak in A shape,-,5ml gutters,,-,,09:30:00,155L,,,missing,155.0,parsed,,missing,47.0,parsed,,missing,5.0,parsed,True,,,False,False,False,False,False,False,,2025-09-29,,,47L (weekend),47.0,2025-09-29T09:30:00,minor leak in A shape,,,,5ml gutters,5.0,,,,,,,,,09:30:00,155L,155.0,,,parsed,missing,missing,parsed,missing,parsed,missing,parsed
cleaned_data.csv,106,cleaned_data.csv::row_106,2025-10-01,08:36:00,2025-10-01T08:36:00,True,ph_down_quantity_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_44,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,44,2025-10-01T08:36:00,True,ph_down_quantity_requires_review,140L,30 secs,160L,,10ml NFT 2ml Gutters,30L (major leak),major leaking in A shape,,,,,,,,,2025-10-01 00:00:00,30L (major leak),major leaking in A shape,30 secs,10ml NFT 2ml Gutters,,160L,,08:36:00,140L,,0.5,parsed,140.0,parsed,160.0,parsed,30.0,parsed,,missing,,ambiguous_multiple_quantities,True,,,False,False,False,False,False,False,,2025-10-01,,,30L (major leak),30.0,2025-10-01T08:36:00,major leaking in A shape,30 secs,0.5,,10ml NFT 2ml Gutters,,,,,,,160L,160.0,,08:36:00,140L,140.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
cleaned_data.csv,112,cleaned_data.csv::row_112,2025-10-07,15:54:00,2025-10-07T15:54:00,True,water_in_return_liters_possible_outlier,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_50,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,50,2025-10-07T15:54:00,False,,202L,,,450A 450B to gutters 4L 400A 4L 400B NFT,,,minor leak in A shape,Peppers only,,,,,,,,2025-10-07 00:00:00,-,minor leak in A shape,-,-,,-,,15:54:00,202L,,,missing,202.0,parsed,,missing,,missing,,missing,,missing,True,,Peppers only,True,False,False,False,False,False,,2025-10-07,Peppers only,,,,2025-10-07T15:54:00,minor leak in A shape,,,450A 450B to gutters 4L 400A 4L 400B NFT,,,,Peppers only,,,,,,,15:54:00,202L,202.0,,,parsed,missing,missing,parsed,missing,missing,missing,missing
cleaned_data.csv,116,cleaned_data.csv::row_116,2025-10-13,09:40:00,2025-10-13T09:40:00,True,how_much_consumed_contains_context_or_uncertainty,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_54,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,54,2025-10-13T09:40:00,True,how_much_consumed_contains_context_or_uncertainty,150L,,,,,50L (weekend),leak in A shape,Peppers only,,,,,,,,2025-10-13 00:00:00,50L (weekend),leak in A shape,-,-,,-,,09:40:00,150L,,,missing,150.0,parsed,,missing,50.0,parsed,,missing,,missing,True,,Peppers only,False,False,False,False,False,False,,2025-10-13,Peppers only,,50L (weekend),50.0,2025-10-13T09:40:00,leak in A shape,,,,,,,Peppers only,,,,,,,09:40:00,150L,150.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,117,cleaned_data.csv::row_117,2025-10-14,16:23:00,2025-10-14T16:23:00,True,water_in_return_liters_possible_outlier,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_55,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,55,2025-10-14T16:23:00,False,,202L,,,2L A 2L B NFT 200ml A 200ml B gutters,,,leak in A shape,Peppers only,"major problem, the tanks were empty when I arrived in the morning and pump was lighting red and no one understands where the water went so everything was refilled with RO water",,,,,,,2025-10-14 00:00:00,-,leak in A shape,-,-,,-,,16:23:00,202L,,,missing,202.0,parsed,,missing,,missing,,missing,,missing,True,"major problem, the tanks were empty when I arrived in the morning and pump was lighting red and no one understands where the water went so everything was refilled with RO water",Peppers only,True,False,False,False,False,False,,2025-10-14,Peppers only,,,,2025-10-14T16:23:00,leak in A shape,,,2L A 2L B NFT 200ml A 200ml B gutters,,,,Peppers only,"major problem, the tanks were empty when I arrived in the morning and pump was lighting red and no one understands where the water went so everything was refilled with RO water","major problem, the tanks were empty when I arrived in the morning and pump was lighting red and no one understands where the water went so everything was refilled with RO water",,,,,16:23:00,202L,202.0,,,parsed,missing,missing,parsed,missing,missing,missing,missing
cleaned_data.csv,121,cleaned_data.csv::row_121,2025-10-20,08:31:00,2025-10-20T08:31:00,True,how_much_consumed_contains_context_or_uncertainty,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_59,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,59,2025-10-20T08:31:00,True,how_much_consumed_contains_context_or_uncertainty,150L,2 mins,230L,60ml A 60ml B,,46L (weekend),major leaking in A shape,Peppers only,,,,,,,,2025-10-20 00:00:00,46L (weekend),major leaking in A shape,2 mins,-,,230L,,08:31:00,150L,,2.0,parsed,150.0,parsed,230.0,parsed,46.0,parsed,,missing,,missing,True,,Peppers only,False,False,False,False,False,False,,2025-10-20,Peppers only,,46L (weekend),46.0,2025-10-20T08:31:00,major leaking in A shape,2 mins,2.0,60ml A 60ml B,,,,Peppers only,,,,230L,230.0,,08:31:00,150L,150.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
cleaned_data.csv,122,cleaned_data.csv::row_122,2025-10-21,09:47:00,2025-10-21T09:47:00,True,water_in_return_liters_possible_outlier,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_60,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,60,2025-10-21T09:47:00,False,,205L,,,,,25L,major leaking in A shape,Peppers only,,,,,,,,2025-10-21 00:00:00,25L,major leaking in A shape,-,-,,-,,09:47:00,205L,,,missing,205.0,parsed,,missing,25.0,parsed,,missing,,missing,True,,Peppers only,True,False,False,False,False,False,,2025-10-21,Peppers only,,25L,25.0,2025-10-21T09:47:00,major leaking in A shape,,,,,,,Peppers only,,,,,,,09:47:00,205L,205.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,126,cleaned_data.csv::row_126,2025-10-27,08:34:00,2025-10-27T08:34:00,True,how_much_consumed_contains_context_or_uncertainty,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_64,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,64,2025-10-27T08:34:00,True,how_much_consumed_contains_context_or_uncertainty,135L,1 min,165L,,,45L (weekend),major leaking in A shape,Peppers only,,,,,,,,2025-10-27 00:00:00,45L (weekend),major leaking in A shape,1 min,-,,165L,,08:34:00,135L,,1.0,parsed,135.0,parsed,165.0,parsed,45.0,parsed,,missing,,missing,True,,Peppers only,False,False,False,False,False,False,,2025-10-27,Peppers only,,45L (weekend),45.0,2025-10-27T08:34:00,major leaking in A shape,1 min,1.0,,,,,Peppers only,,,,165L,165.0,,08:34:00,135L,135.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
